Paragraph,Titel,Anchor,Absatz,Text
41,Beendigung der Sicherstellung; Kosten,P41-A1,1,"Sobald die Voraussetzungen für die Sicherstellung weggefallen sind, sind die Sachen an diejenige Person herauszugeben, bei der sie sichergestellt worden sind. Ist die Herausgabe an diese nicht möglich, können sie an eine andere Person herausgegeben werden, die ihre Berechtigung glaubhaft macht. Sofern bestimmte Tatsachen die Annahme rechtfertigen, dass es sich beim letzten Gewahrsamsinhaber nicht um den Eigentümer oder sonstigen Berechtigten an der Sache handelt, kann die Herausgabe verweigert werden; § 40 gilt entsprechend. Satz 1 gilt in den Fällen des § 38 Absatz 3 entsprechend. Die Beendigung der Sicherstellung ist ausgeschlossen, wenn dadurch erneut die Voraussetzungen für eine Sicherstellung eintreten würden."
41,Beendigung der Sicherstellung; Kosten,P41-A1,2,"Die Sicherstellung im Sinne des § 38 Absatz 3 darf nicht länger als ein Jahr aufrechterhalten werden. Kann die Forderung oder das Vermögensrecht nach Ablauf eines Jahres nicht freigegeben werden, ohne dass die Voraussetzungen der Sicherstellung erneut eintreten, kann die Sicherstellung mit gerichtlicher Zustimmung um jeweils ein weiteres Jahr verlängert werden."
41,Beendigung der Sicherstellung; Kosten,P41-A2,3,"Sind die Sachen verwertet worden, ist der Erlös herauszugeben. Ist eine berechtigte Person nicht vorhanden oder nicht zu ermitteln, ist der Erlös nach den Vorschriften des Bürgerlichen Gesetzbuches zu hinterlegen. Der Anspruch auf Herausgabe des Erlöses erlischt drei Jahre nach Ablauf des Jahres, in dem die Sache verwertet worden ist."
41,Beendigung der Sicherstellung; Kosten,P41-A3,4,"Die Kosten der Sicherstellung und Verwahrung fallen den nach den §§ 13 oder 14 Verantwortlichen zur Last. Mehrere Verantwortliche haften als Gesamtschuldner. Die Herausgabe der Sache kann von der Zahlung der Kosten abhängig gemacht werden. Ist eine Sache verwertet worden, können die Kosten aus dem Erlös gedeckt werden. Die Kosten können im Verwaltungsvollstreckungsverfahren beigetrieben werden. Die Erhebung von Kosten nach dem Gesetz über Gebühren und Beiträge bleibt unberührt."
41,Beendigung der Sicherstellung; Kosten,P41-A4,5,§ 983 des Bürgerlichen Gesetzbuches bleibt unberührt.
41a,Operativer Opferschutz,P41a-A1,1,"Die Polizei kann für eine Person Urkunden und sonstige Dokumente zum Aufbau oder zur Aufrechterhaltung einer vorübergehend geänderten Identität herstellen, vorübergehend verändern sowie die geänderten personenbezogenen Daten verarbeiten, wenn dies zur Abwehr einer konkretisierten und voraussichtlich nicht nur vorübergehenden Gefahr für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung der Person erforderlich und die Person für die Schutzmaßnahme geeignet ist und in sie einwilligt. Maßnahmen nach Satz 1 können auf Angehörige der Person und ihr sonst nahestehende Personen erstreckt werden, soweit dies zu den dort genannten Zwecken erforderlich ist und die Personen in die Maßnahmen einwilligen."
41a,Operativer Opferschutz,P41a-A2,2,Personen nach Absatz 1 dürfen unter der vorübergehend geänderten Identität am Rechtsverkehr teilnehmen.
41a,Operativer Opferschutz,P41a-A3,3,"§ 25c Absatz 2 findet Anwendung auf diejenigen Polizeivollzugsbeamtinnen und Polizeivollzugsbeamten, die mit Maßnahmen nach Absatz 1 betraut sind, soweit dies zur Vorbereitung oder Durchführung dieser Maßnahmen erforderlich ist."
41a,Operativer Opferschutz,P41a-A4,4,Über Maßnahmen nach Absatz 1 entscheidet die Polizeipräsidentin oder der Polizeipräsident oder die Vertretung im Amt.
41a,Operativer Opferschutz,P41a-A4,5,"Wird eine Schutzmaßnahme beendet, unterrichtet die Polizei unter Berücksichtigung der Belange des Opferschutzes die beteiligten öffentlichen und nicht-öffentlichen Stellen. Die Polizei zieht die nach Absatz 1 hergestellten oder veränderten Urkunden und Dokumente ein, deren Verwendung nicht mehr erforderlich ist."
41b,Verarbeitung personenbezogener Daten und Geheimhaltung bei operativem Opferschutz,P41b-A1,1,"Die Polizei kann Auskünfte über personenbezogene Daten einer nach § 41a Absatz 1 Satz 1 zu schützenden Person verweigern, soweit dies aus Gründen des Opferschutzes erforderlich ist und schutzwürdige Interessen Dritter an der Übermittlung der Auskunft nicht überwiegen."
41b,Verarbeitung personenbezogener Daten und Geheimhaltung bei operativem Opferschutz,P41b-A2,2,"Behörden und andere öffentliche Stellen sind berechtigt, auf Ersuchen der Polizei die Verarbeitung personenbezogener Daten einer zu schützenden Person einzuschränken oder diese Daten nicht zu übermitteln. Sie sollen dem Ersuchen entsprechen, soweit entgegenstehende öffentliche Interessen oder schutzwürdige Interessen Dritter nicht überwiegen. Die Beurteilung der Erforderlichkeit der Maßnahme durch die Polizei ist für die ersuchte Stelle bindend."
41b,Verarbeitung personenbezogener Daten und Geheimhaltung bei operativem Opferschutz,P41b-A3,3,"Die Polizei kann von nicht-öffentlichen Stellen verlangen, personenbezogene Daten einer zu schützenden Person einzuschränken oder nicht zu übermitteln, sofern nicht schutzwürdige Interessen Dritter an der Übermittlung der Auskunft oder an der Übermittlung überwiegen."
41b,Verarbeitung personenbezogener Daten und Geheimhaltung bei operativem Opferschutz,P41b-A4,4,"Bei der Datenverarbeitung innerhalb der öffentlichen und nicht-öffentlichen Stellen ist sicherzustellen, dass der Opferschutz nicht beeinträchtigt wird."
41b,Verarbeitung personenbezogener Daten und Geheimhaltung bei operativem Opferschutz,P41b-A5,5,Die öffentlichen und nicht-öffentlichen Stellen teilen der Polizei jedes Ersuchen um Bekanntgabe von eingeschränkten oder sonst von ihr bestimmten Daten unverzüglich mit.
41b,Verarbeitung personenbezogener Daten und Geheimhaltung bei operativem Opferschutz,P41b-A6,6,"Wer mit dem Opferschutz befasst wird, darf die ihm bekannt gewordenen Erkenntnisse über Maßnahmen des operativen Opferschutzes auch über den Zeitpunkt der Beendigung des Opferschutzes hinaus nicht unbefugt offenbaren. Personen, die nicht Amtsträgerin oder Amtsträger (§ 11 Absatz 1 Nummer 2 des Strafgesetzbuches) sind, sollen nach § 1 des Verpflichtungsgesetzes verpflichtet werden, sofern dies geboten erscheint."
41c,"Sicherheitsmitteilung, Sicherheitsgespräch",P41b-A1,,"Die Polizei kann eine Person auf geeignete Weise, insbesondere durch mündliche, schriftliche oder elektronische Mitteilung oder Signale informieren, dass Tatsachen die Annahme rechtfertigen, eine andere Person werde in einem absehbaren Zeitraum eine Straftat begehen oder an ihrer Begehung teilnehmen, sofern die zu informierende Person als Opfer der drohenden Straftat in Betracht kommt oder ihre Kenntnis von der drohenden Straftat unbedingt erforderlich ist, um ihr ein gefahrenangepasstes Verhalten zu ermöglichen. Soweit es den Zweck der Maßnahme nicht gefährdet, soll das Sicherheitsgespräch außerhalb der Hör- und Sichtweite Dritter erfolgen. § 45 bleibt unberührt."
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,P42-A1,1,"Die Ordnungsbehörden und die Polizei können rechtmäßig erhobene personenbezogene Daten weiterverarbeiten,"
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,soweit das
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,"zur Erfüllung ihrer Aufgaben,"
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,zu einer befristeten Dokumentation oder
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,zur Vorgangsverwaltung
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,erforderlich ist oder
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,wenn die betroffene Person nach Maßgabe von § 18 Absatz 8 und in Kenntnis des Zwecks der Weiterverarbeitung in diese eingewilligt hat.
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,"Dies gilt auch für personenbezogene Daten, die die Ordnungsbehörden oder die Polizei unaufgefordert durch Dritte erlangt haben. Bei der zur Aufgabenerfüllung erforderlichen Weiterverarbeitung ist § 42a zu beachten, soweit Vorschriften dieses Gesetzes oder andere Rechtsvorschriften nicht entgegenstehen oder keine besonderen Voraussetzungen vorsehen."
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,P42-A2,2,"Weiterverarbeitung im Sinne dieses Gesetzes ist die Organisation, das Ordnen, die Speicherung, die Anpassung oder Veränderung, das Auslesen, das Abfragen, die Verwendung, der Abgleich oder die Verknüpfung von Daten."
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,P42-A3,3,"Die Polizei kann personenbezogene Daten, die sie im Rahmen von strafrechtlichen Ermittlungen gewonnen hat, nach Maßgabe von § 42a Absatz 2 bis 4 weiterverarbeiten, soweit das zur Gefahrenabwehr, insbesondere zur vorbeugenden Bekämpfung von Straftaten, erforderlich ist und Vorschriften dieses Gesetzes oder andere Rechtsvorschriften nicht entgegenstehen. Bei der Weiterverarbeitung dieser Daten zur vorbeugenden Bekämpfung von Straftaten gilt ergänzend Absatz 4."
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,P42-A4,4,"Soweit dies zur vorbeugenden Bekämpfung von Straftaten erforderlich ist, kann die Polizei personenbezogene Daten nach Maßgabe von § 42a Absatz 1 bis 4 weiterverarbeiten von Personen,"
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,"bei denen auf Grund tatsächlicher Anhaltspunkte eine hinreichende Wahrscheinlichkeit dafür besteht, dass sie eine Straftat begehen oder an ihr teilnehmen werden,"
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,"bei denen auf Grund tatsächlicher Anhaltspunkte der Verdacht besteht, dass sie eine Straftat begangen oder an einer solchen teilgenommen haben,"
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,die unter § 18 Absatz 2 Nummer 1 Buchstabe b bis e fallen.
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,In den Fällen des Satzes 1 Nummer 2
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,"ist die Weiterverarbeitung unzulässig, sofern die Person rechtskräftig freigesprochen wurde, die Eröffnung des Hauptverfahrens gegen sie unanfechtbar abgelehnt wurde oder das Verfahren nicht nur vorläufig eingestellt wurde und sich aus den Gründen der Entscheidung ergibt, dass sie die Straftat nicht oder nicht rechtswidrig begangen hat,"
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,"entfällt nach Ablauf von zwei Jahren die Erforderlichkeit der Weiterverarbeitung zur vorbeugenden Bekämpfung von Straftaten, es sei denn, es besteht auf Grund tatsächlicher Anhaltspunkte eine hinreichende Wahrscheinlichkeit dafür, dass die Person weitere Straftaten begehen oder an solchen teilnehmen wird."
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,P42-A5,5,"Werden wertende Angaben über eine Person in Dateisystemen gespeichert, muss feststellbar sein, bei welcher Stelle die den Angaben zugrunde liegenden Informationen vorhanden sind."
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,P42-A6,6,"Sind bereits Daten zu einer Person vorhanden, können zu dieser Person auch"
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,"personengebundene Hinweise, die zu ihrem Schutz oder zum Schutz der Bediensteten der Ordnungsbehörden und der Polizei erforderlich sind, und"
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,"weitere Hinweise, die geeignet sind, dem Schutz Dritter oder der Gewinnung von Ermittlungsansätzen zu dienen,"
42,Allgemeine Befugnisse für die Datenweiterverarbeitung,,,weiterverarbeitet werden.
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,P42a-A1,1,"Die Ordnungsbehörden und die Polizei können personenbezogene Daten, die sie selbst erhoben haben, jeweils selbst weiterverarbeiten"
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,"zur Erfüllung derselben Aufgabe, der die Ermächtigungsgrundlage dient, die der Erhebung zugrunde lag,"
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,"zum Schutz derjenigen Rechtsgüter oder Rechte, den die der Erhebung zugrunde liegende Ermächtigungsgrundlage bezweckt, und"
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,"zur vorbeugenden Bekämpfung solcher Straftaten oder Ordnungswidrigkeiten, deren Verhütung die der Erhebung zugrunde liegende Ermächtigungsgrundlage bezweckt."
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,"Das Gleiche gilt für personenbezogene Daten, die die Ordnungsbehörden und die Polizei nicht selbst erhoben haben, mit der Maßgabe, dass für die Weiterverarbeitung der Zweck der rechtmäßigen Speicherung zu berücksichtigen ist."
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,P42a-A2,2,"Die Ordnungsbehörden und die Polizei können zur Erfüllung ihrer Aufgaben personenbezogene Daten zu anderen Zwecken als denjenigen, zu denen diese erhoben worden sind, weiterverarbeiten, wenn bezogen auf die Ermächtigungsgrundlage, die der Erhebung der weiterzuverarbeitenden Daten im Einzelfall zugrunde lag,"
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,mindestens
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,Straftaten oder Ordnungswidrigkeiten von vergleichbarem Gewicht verhütet oder verfolgt oder
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,Rechtsgüter oder sonstige Rechte von vergleichbarer Bedeutung geschützt
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,werden sollen und
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,sich im Einzelfall konkrete Ermittlungsansätze zur
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,Verhütung oder Verfolgung solcher Straftaten oder Ordnungswidrigkeiten ergeben oder
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,"Abwehr von in einem übersehbaren Zeitraum drohenden Gefahren für mindestens vergleichbar bedeutsame Rechtsgüter oder sonstige Rechte erkennen lassen,"
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,,,"soweit nicht Vorschriften dieses Gesetzes oder andere Rechtsvorschriften die zweckändernde Weiterverarbeitung besonders regeln oder eine Datenerhebung zu dem anderen Zweck mit vergleichbaren Mitteln zulassen. Abweichend von Satz 1 können die vorhandenen zur Identifizierung dienenden Daten einer Person, wie insbesondere Namen, Geschlecht, Geburtsdatum, Geburtsort, Staatsangehörigkeit, Anschrift, auch weiterverarbeitet werden, um entsprechende Identifizierungen vorzunehmen. Die Sätze 1 und 2 gelten entsprechend für personenbezogene Daten, denen keine Erhebung vorausgegangen ist, mit der Maßgabe, dass für die Weiterverarbeitung der Zweck der Speicherung zu berücksichtigen ist. Eine Weiterverarbeitung zu anderen Zwecken liegt nicht vor, wenn sie der Wahrnehmung von Aufsichts- und Kontrollbefugnissen, der Rechnungsprüfung oder der Durchführung von Organisationsuntersuchungen dient. Der Zugriff auf personenbezogene Daten ist insoweit nur zulässig, als er für die Ausübung dieser Befugnisse unverzichtbar ist. § 15 Absatz 1 Satz 1 und Absatz 5 sowie § 34 des Berliner Datenschutzgesetzes finden keine Anwendung."
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,P42a-A3,3,"Die Weiterverarbeitung personenbezogener Daten nach Absatz 1 oder Absatz 2, die durch einen verdeckten Einsatz technischer Mittel in oder aus Wohnungen oder durch einen verdeckten Eingriff in informationstechnische Systeme erlangt wurden, ist zudem nur zulässig, wenn im Einzelfall die jeweilige Gefahrenschwelle im Sinne von § 25b Absatz 1 Satz 1 beziehungsweise § 26b Absatz 1 in Verbindung mit § 26a Absatz 1 erreicht ist. Erfolgt die Weiterverarbeitung nach Satz 1 zweckändernd, muss die Zweckänderung im Einzelfall festgestellt und dokumentiert werden. Bildaufnahmen oder -aufzeichnungen, die aus einer Maßnahme nach § 25b Absatz 1 erlangt wurden, dürfen nicht zu Strafverfolgungszwecken weiterverarbeitet werden."
42a,Zweckbindung und Grundsatz der hypothetischen Datenneuerhebung,P42a-A4,4,"Bei der Weiterverarbeitung von personenbezogenen Daten ist durch organisatorische und technische Vorkehrungen sicherzustellen, dass die Absätze 1 bis 3 eingehalten werden."
42b,Kennzeichnung,P42b-A1,1,Bei der Speicherung in Informationssystemen sind personenbezogene Daten wie folgt zu kennzeichnen:
42b,Kennzeichnung,,,"Angabe des Mittels der Erhebung einschließlich der Angabe, ob die Daten offen oder verdeckt erhoben wurden,"
42b,Kennzeichnung,,,"Angabe der Kategorie betroffener Personen bei denjenigen Personen, zu denen der Identifizierung dienende Daten, wie insbesondere Namen, Geschlecht, Geburtsdatum, Geburtsort, Staatsangehörigkeit, Anschrift, angelegt wurden,"
